# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ahl2_amuse
# Exported by: Reverend Jesse V92
setting:	replacespawns 1
ttt_random_weapon	-3601.534180 1437.420532 33.207508	1.791 4.928 -92.791
ttt_random_weapon	-3286.818848 1371.332275 33.209309	1.770 4.927 -92.837
ttt_random_weapon	-3939.650391 1177.680420 33.225246	1.590 4.918 -93.249
ttt_random_weapon	-4600.935547 1451.666992 33.226589	1.575 4.917 -93.284
ttt_random_weapon	-4806.856934 1358.493164 33.216236	1.692 4.925 -93.016
ttt_random_weapon	-4776.874023 -67.052811 33.224903	1.594 4.919 -93.241
ttt_random_weapon	-5326.087402 -342.532806 33.197906	1.899 4.927 -92.543
ttt_random_weapon	-5244.954590 -779.908752 33.193962	1.943 4.925 -92.441
ttt_random_weapon	-4535.105957 -1295.343140 33.213734	1.720 4.926 -92.952
ttt_random_weapon	-5336.326660 -1705.594238 87.282341	6.152 5.794 -102.063
ttt_random_weapon	-4525.483887 -1712.670776 33.218555	1.666 4.923 -93.076
ttt_random_weapon	-4207.053711 -2120.681641 33.235214	1.477 4.909 -93.508
ttt_random_weapon	-4090.424072 -2507.432373 161.217194	1.681 4.924 -93.041
ttt_random_weapon	-3254.679688 -802.921692 33.227539	1.564 4.916 -93.309
ttt_random_weapon	-1607.835815 -294.925659 29.230593	1.530 4.756 -93.388
ttt_random_weapon	-1672.219360 -301.572601 29.222178	1.625 4.763 -93.170
ttt_random_weapon	-1669.201294 -346.879913 29.202541	1.847 4.753 -92.662
ttt_random_weapon	-1898.266724 -717.462830 32.942974	0.722 -1.074 -93.780
ttt_random_weapon	-1928.935425 -894.392456 32.970966	1.681 5.719 -93.043
ttt_random_weapon	-1682.039551 -57.355385 34.022713	1.148 4.333 -93.253
ttt_random_ammo	4174.220215 -502.160004 68.475693	-67.166 -176.874 162.233
ttt_random_ammo	4178.851074 -636.251221 70.507515	-67.222 178.484 171.769
ttt_random_ammo	4181.575195 -566.641541 71.640816	-67.238 178.602 171.356
ttt_random_ammo	4710.269043 -271.972046 160.391388	0.523 0.004 0.582
ttt_random_ammo	4674.607910 -388.774811 160.367310	0.082 0.000 0.034
ttt_random_ammo	4649.152832 -334.504761 160.444366	1.026 0.027 1.236
ttt_random_ammo	3992.292480 -1141.740845 34.712009	-0.011 -3.163 -90.346
ttt_random_ammo	3994.134277 72.219810 32.418896	1.552 -0.040 -1.874
ttt_random_ammo	4280.275391 801.981140 68.394775	1.063 0.014 1.240
ttt_random_ammo	4263.245605 1380.585938 68.380997	0.188 0.001 0.170
ttt_random_ammo	4289.072754 998.658813 68.429138	1.376 0.032 1.663
ttt_random_ammo	5652.682617 1411.042358 68.359505	0.060 0.000 0.005
ttt_random_ammo	5787.728516 -451.164398 160.370972	0.098 0.000 0.055
ttt_random_ammo	5792.770508 -535.007385 160.386719	0.310 0.002 0.321
ttt_random_ammo	6377.291992 -370.976959 68.344528	0.047 0.000 -0.019
ttt_random_ammo	6406.716309 -723.356140 68.372726	0.105 0.000 0.066
ttt_random_ammo	6445.288574 -747.884033 68.413879	1.520 0.038 1.817
ttt_random_ammo	6410.469238 -1425.602539 68.406197	1.728 0.029 2.075
ttt_random_ammo	5722.509277 -2478.386475 68.395409	1.166 0.017 1.367
ttt_random_ammo	5298.996094 -2487.823486 68.372749	0.102 0.000 0.062
ttt_random_ammo	3399.061768 -1659.744629 128.401154	-0.598 0.005 -0.675
ttt_random_ammo	3328.983643 -1773.226563 128.335190	0.045 0.000 -0.026
ttt_random_ammo	3221.125488 -560.543884 0.448332	0.990 0.026 1.197
ttt_random_ammo	3222.411377 -856.920715 0.381025	0.187 0.001 0.168
ttt_random_ammo	2578.604980 -643.749756 480.438538	1.140 0.029 1.373
ttt_random_ammo	2581.652832 -616.480835 480.421234	1.556 0.040 1.881
ttt_random_ammo	2587.264893 -1097.301147 480.346802	0.049 0.000 -0.017
ttt_random_ammo	2597.111084 -1065.477051 480.370941	0.100 0.000 0.057
ttt_random_ammo	2571.249512 -190.620911 480.357483	0.060 0.000 0.001
ttt_random_ammo	2579.030518 -174.682129 480.335236	0.046 0.000 -0.027
ttt_random_ammo	2139.412842 556.982544 48.344563	0.048 0.000 -0.019
ttt_random_ammo	2139.727051 571.434021 48.330357	0.046 -0.000 0.029
ttt_random_ammo	2143.173096 587.797974 48.351189	0.052 0.000 -0.011
ttt_random_ammo	2153.864746 613.297241 48.353325	0.054 0.000 -0.008
ttt_random_ammo	2149.277588 637.210266 48.337616	0.046 0.000 -0.025
ttt_random_ammo	2507.596436 1085.779053 0.344583	0.049 0.000 -0.019
ttt_random_ammo	2869.960205 1280.038330 58.874393	-0.214 -12.415 -89.430
ttt_random_ammo	2795.402832 1279.505615 58.873070	-0.212 -12.386 -89.424
ttt_random_ammo	2728.418945 1267.894043 58.801079	-0.358 -12.675 -89.010
ttt_random_ammo	2919.465088 1266.215942 56.679340	1.717 0.037 2.070
ttt_random_ammo	2941.176270 1427.896484 128.369156	0.088 0.000 0.042
ttt_random_ammo	2907.328857 1437.766602 128.359528	0.062 0.000 0.006
ttt_random_ammo	2231.110596 1296.343750 49.620564	-0.100 -0.209 0.202
ttt_random_ammo	2231.256104 1318.202393 49.564453	0.452 -0.003 -0.460
ttt_random_ammo	2135.880859 1443.125977 45.976833	-0.101 -0.513 0.325
ttt_random_ammo	1881.036743 1109.101563 0.357494	0.059 0.000 0.001
ttt_random_ammo	828.923157 569.258301 0.377858	0.148 0.001 0.118
ttt_random_ammo	846.091675 577.005005 0.359544	0.063 0.000 0.006
ttt_random_ammo	821.888489 768.129028 0.380989	0.192 0.001 0.174
ttt_random_ammo	790.277832 771.315857 0.394736	1.071 0.014 1.250
ttt_random_ammo	455.629669 623.234253 4.377825	0.149 0.001 0.121
ttt_random_ammo	287.183472 711.637573 4.347577	-0.049 -0.000 -0.017
ttt_random_ammo	-59.741127 759.099060 0.376185	0.134 0.000 0.101
ttt_random_ammo	-83.689178 740.536194 0.351205	0.052 0.000 -0.011
ttt_random_ammo	-83.869034 580.432068 0.376196	0.133 0.000 0.100
ttt_random_ammo	-105.457504 548.588318 0.365424	0.077 0.000 0.026
ttt_random_ammo	-218.130188 195.379303 0.353344	0.054 0.000 -0.007
ttt_random_ammo	-228.704697 216.533157 0.438181	1.251 0.031 1.518
ttt_random_ammo	-731.753601 41.384018 128.342239	0.046 0.000 -0.021
ttt_random_ammo	-788.064941 58.437691 128.374481	0.115 0.000 0.079
ttt_random_ammo	-752.821655 104.289032 128.403427	1.683 0.028 2.009
ttt_random_ammo	-771.597961 156.779968 128.393433	-0.344 -0.002 0.364
ttt_random_ammo	277.830627 2039.948730 132.352005	-0.052 -0.000 -0.011
ttt_random_ammo	316.407440 2036.888062 132.331055	-0.046 -0.000 -0.029
ttt_random_ammo	588.317261 2066.462891 132.393799	1.230 -0.018 -1.444
ttt_random_ammo	571.942993 2072.785645 132.365387	0.076 -0.000 -0.026
ttt_random_ammo	942.485474 2176.075928 128.359543	0.062 0.000 0.005
ttt_random_ammo	966.454651 2195.320801 128.419846	1.639 0.036 1.987
ttt_random_ammo	990.192200 2218.157471 128.327850	0.046 0.000 -0.031
ttt_random_ammo	1085.112793 1038.418457 128.342300	0.048 0.000 -0.021
ttt_random_ammo	1084.446289 -518.565796 0.335249	0.046 0.000 -0.027
ttt_random_ammo	1052.477295 -388.112061 0.314754	0.047 0.000 -0.036
ttt_random_ammo	909.102905 -84.781555 0.361539	0.067 0.000 0.012
ttt_random_ammo	522.288391 64.072655 0.367309	0.084 0.000 0.035
ttt_random_ammo	216.286285 -27.494894 0.376188	0.134 0.000 0.101
ttt_random_ammo	-40.251877 -506.718018 0.393756	1.237 -0.018 -1.452
ttt_random_ammo	89.806999 -871.249390 0.361531	0.067 -0.000 -0.012
ttt_random_ammo	506.052032 -1086.289429 0.425808	1.446 -0.034 -1.750
ttt_random_ammo	912.045959 -895.212158 0.374489	0.121 0.000 0.085
ttt_random_ammo	449.687744 -2073.422852 128.394684	1.275 0.020 1.498
ttt_random_ammo	10.536083 -1977.952026 0.380995	0.183 0.001 0.165
ttt_random_ammo	836.024353 -2050.929932 128.446213	-1.586 -0.042 1.921
ttt_random_ammo	1605.302124 -2481.177246 128.394791	1.455 0.025 1.717
ttt_random_ammo	1629.308350 -2480.225830 128.380981	0.193 0.001 0.175
ttt_random_ammo	2073.947510 -2468.620361 128.380859	0.190 -0.001 -0.171
ttt_random_ammo	2039.514526 -2476.346924 128.335266	0.046 -0.000 0.027
ttt_random_ammo	2005.682739 -1231.343506 256.328583	-0.046 -0.000 -0.030
ttt_random_ammo	1960.957397 -1245.242554 256.458435	-1.169 -0.029 1.415
ttt_random_ammo	1996.291504 -1242.422729 256.366638	-0.078 -0.000 0.027
ttt_random_ammo	1518.035034 -1110.580444 480.380951	0.192 0.001 0.174
ttt_random_ammo	1505.189453 -1084.389893 480.327820	0.046 0.000 -0.031
ttt_random_ammo	1483.102417 -381.748749 480.332794	0.046 0.000 -0.028
ttt_random_ammo	1531.663086 -422.540314 480.363464	0.071 0.000 0.018
ttt_random_ammo	1462.154297 -506.930267 480.428619	1.400 0.032 1.692
ttt_random_ammo	1516.464844 -586.889587 480.383942	0.244 0.001 0.239
ttt_random_ammo	818.076233 -3582.184326 128.458084	-1.252 -0.031 1.519
ttt_random_ammo	1147.134277 -4085.613770 128.392166	0.625 0.005 0.706
ttt_random_ammo	1123.920288 -4091.714111 128.377823	0.152 0.001 0.124
ttt_random_ammo	926.071777 -4113.753906 128.361542	0.067 0.000 0.011
ttt_random_ammo	967.658203 -4096.572754 128.377762	-0.147 0.097 0.293
ttt_random_ammo	242.812866 -3993.119385 128.391205	0.549 0.004 0.614
ttt_random_ammo	247.246536 -3984.050293 128.385162	0.273 -0.001 -0.275
ttt_random_ammo	423.004272 -3338.223877 144.393158	0.689 0.006 0.785
ttt_random_ammo	435.535889 -3387.670166 144.335220	0.046 0.000 -0.026
ttt_random_ammo	420.710144 -3292.637939 144.417160	1.594 0.036 1.923
ttt_random_ammo	-134.431152 -3590.682617 128.338379	-0.047 -0.000 -0.025
ttt_random_ammo	50.488380 -3297.411133 128.368622	-0.083 -0.000 0.035
ttt_random_ammo	-694.487244 -2406.041016 0.395211	1.393 0.023 1.642
ttt_random_ammo	-669.268677 -2393.724121 0.322718	0.047 0.000 -0.033
ttt_random_ammo	-1717.555298 -1612.707520 56.672867	-0.860 -0.009 0.993
ttt_random_ammo	-1725.177490 -1637.429321 56.678146	-1.157 -0.016 1.354
ttt_random_ammo	-1692.746948 -1621.387329 56.637814	-0.094 -0.000 0.049
ttt_random_ammo	-1442.211060 -1474.749878 56.681740	1.666 0.038 2.009
ttt_random_ammo	-1438.027710 -1520.643066 56.596710	0.046 0.000 -0.031
ttt_random_ammo	-1858.106689 -1505.156372 56.603798	0.046 0.000 -0.028
ttt_random_ammo	-1841.706665 -1501.119385 56.610565	0.046 0.000 -0.023
ttt_random_ammo	-1822.546265 -1498.771118 56.627102	0.059 0.000 0.001
ttt_random_ammo	-2856.804688 -2601.317627 0.376177	0.128 0.000 0.095
ttt_random_ammo	-2888.105713 -2662.403076 0.387781	0.337 -0.002 -0.356
ttt_random_ammo	-2848.149170 -2684.657959 0.383835	0.229 -0.001 -0.222
ttt_random_ammo	-2110.179932 -921.635803 0.393945	0.777 0.008 0.894
ttt_random_ammo	-2122.430908 -889.866272 0.351155	0.051 0.000 -0.011
ttt_random_ammo	-2100.290039 -832.334656 0.363458	0.069 0.000 0.017
ttt_random_ammo	-2137.856201 -818.167114 0.423833	1.402 0.032 1.685
ttt_random_ammo	-2199.637695 -401.348297 31.561682	0.028 -6.959 0.035
ttt_random_ammo	-2217.550049 -418.114990 31.550690	-0.114 0.268 0.123
ttt_random_ammo	-2239.565918 -404.901978 31.532433	0.337 -0.083 0.372
ttt_random_ammo	-2266.045166 -418.130585 31.487442	0.231 -0.725 0.208
ttt_random_ammo	-2154.024902 -142.315720 0.446961	0.946 0.025 1.137
ttt_random_ammo	-2133.188477 -189.693100 0.411223	1.573 -0.035 -1.885
ttt_random_ammo	-2139.029785 -227.641006 0.376167	0.129 0.000 0.097
ttt_random_ammo	-2943.854492 -1064.753418 32.376915	0.017 0.120 -0.104
ttt_random_ammo	-2972.912109 -1045.953735 32.342304	0.048 0.000 -0.021
ttt_random_ammo	-3007.220459 -1052.132446 32.393650	0.825 0.009 0.950
ttt_random_ammo	-3685.369141 -392.816956 160.438843	1.231 0.030 1.493
ttt_random_ammo	-3646.770508 -512.744019 160.353363	0.054 -0.000 0.008
ttt_random_ammo	-3549.102295 -511.323730 160.372757	0.109 0.000 0.069
ttt_random_ammo	-3576.567139 290.455780 32.332821	0.046 0.000 -0.028
ttt_random_ammo	-3566.102783 422.275696 32.434517	1.328 0.033 1.611
ttt_random_ammo	-3533.375977 1430.581909 32.459324	-1.215 -0.030 1.475
ttt_random_ammo	-3258.004639 1284.136719 32.337639	0.047 0.000 -0.025
ttt_random_ammo	-3262.144043 1158.818359 32.370983	0.099 0.000 0.055
ttt_random_ammo	-3975.908447 1483.793091 32.468517	-0.913 -0.025 1.109
ttt_random_ammo	-3956.759766 1125.774536 32.368633	-0.084 -0.000 0.036
ttt_random_ammo	-4575.909180 1121.530884 32.404388	-0.733 -0.007 0.838
ttt_random_ammo	-4565.389648 1191.187988 32.358452	-0.060 -0.000 0.001
ttt_random_ammo	-4627.531738 1151.269409 32.328587	-0.046 -0.000 -0.030
ttt_random_ammo	-4465.805176 911.350952 32.494999	-0.000 -7.337 0.000
ttt_random_ammo	-4531.388672 605.489746 32.383999	-0.191 -0.001 0.173
ttt_random_ammo	-4509.004883 750.987061 32.488304	-0.188 -4.834 0.018
ttt_random_ammo	-4909.607910 823.038025 32.326046	-0.047 -0.000 -0.032
ttt_random_ammo	-4924.723633 707.310181 32.335979	-0.046 -0.000 -0.027
ttt_random_ammo	-4884.195313 556.207397 32.368629	-0.084 -0.000 0.036
ttt_random_ammo	-4979.500977 315.193146 32.449791	-1.470 -0.035 1.781
ttt_random_ammo	-4900.136719 452.600983 32.378315	-0.136 -0.000 0.104
ttt_random_ammo	-4604.488770 276.084717 32.376404	-0.122 -0.000 0.086
ttt_random_ammo	-4659.684082 207.062195 32.356342	-0.057 -0.000 -0.003
ttt_random_ammo	-5133.026855 -7.619173 32.455441	-1.328 -0.033 1.611
ttt_random_ammo	-5286.014160 -205.927002 32.328587	-0.046 -0.000 -0.031
ttt_random_ammo	-5275.983398 -683.518433 32.386700	0.314 0.002 0.326
ttt_random_ammo	-5305.997559 -585.784729 32.376110	0.134 -0.000 -0.101
ttt_random_ammo	-4640.827148 -1352.782471 32.332821	0.046 0.000 -0.028
ttt_random_ammo	-4637.850098 -1297.593872 32.383968	0.242 0.001 0.237
ttt_random_ammo	-5363.017090 -1685.915649 87.286789	3.928 -0.317 -99.396
ttt_random_ammo	-5366.424316 -1643.250732 80.246239	3.536 -0.262 -100.217
ttt_random_ammo	-4445.466309 -1825.689697 32.367313	0.083 0.000 0.035
ttt_random_ammo	-4537.507813 -1840.201538 32.381008	0.189 0.001 0.171
ttt_random_ammo	-4634.655273 -2480.493652 32.394703	1.076 0.014 1.255
ttt_random_ammo	-4685.755371 -2451.599854 32.332844	0.046 -0.000 0.028
ttt_random_ammo	-4324.388672 -2169.864502 32.383961	0.244 0.001 0.238
ttt_random_ammo	-4357.516602 -2222.649658 32.380993	0.191 0.001 0.173
ttt_random_ammo	-4027.732910 -2469.988281 160.320862	-0.047 -0.000 -0.034
ttt_random_ammo	-4074.694092 -2529.462402 160.399933	-0.558 -0.004 0.624
ttt_random_ammo	-3278.927490 -2480.185303 32.441475	1.177 0.030 1.428
ttt_random_ammo	-3335.895752 -2421.232666 32.425514	1.437 0.033 1.734
ttt_random_ammo	-3576.171631 -1382.954224 32.477558	0.373 -0.018 -0.452
ttt_random_ammo	-3530.623291 -1727.172119 32.332821	0.046 0.000 -0.028
ttt_random_ammo	-3278.857178 -863.337585 32.335247	0.046 0.000 -0.027
ttt_random_ammo	-1589.680908 -322.638733 28.337635	0.046 -0.000 0.025
ttt_random_ammo	-1638.847168 -322.482758 28.376373	-0.121 -0.000 0.085
ttt_random_ammo	-1684.188477 -378.136597 28.339968	0.047 0.000 -0.023
ttt_random_ammo	-1681.569214 -414.541931 28.434589	1.232 0.030 1.485
ttt_random_ammo	-1680.781372 -484.791565 28.325289	0.046 0.000 -0.031
ttt_random_ammo	-1685.089111 -599.863037 28.394735	1.069 0.014 1.247
ttt_random_ammo	-1684.534546 -646.593445 28.387959	0.357 0.002 0.379
ttt_random_ammo	-1684.799683 -738.721313 28.344564	0.048 0.000 -0.019
ttt_random_ammo	-1937.052490 -741.653809 32.226368	-0.722 -0.022 0.874
ttt_random_ammo	-1898.967041 -742.148804 32.140423	0.308 0.002 0.319
ttt_random_ammo	-1898.450439 -903.666870 32.081558	0.046 -0.000 0.030
ttt_random_ammo	-1897.869141 -888.702393 32.135647	-0.167 0.001 -0.143
ttt_random_ammo	-1909.351440 -290.388153 32.112118	-0.059 0.000 -0.001
ttt_random_ammo	-1905.770508 -131.371185 32.091316	0.046 0.000 -0.025
ttt_random_ammo	-1754.517578 -62.192043 33.206539	-0.069 -0.000 0.016
ttt_random_ammo	-1733.876099 -62.414345 33.216045	0.095 0.000 0.052
ttt_playerspawn	3301.810547 -1416.717773 0.519913	-0.079 -0.000 0.079
ttt_playerspawn	3309.576904 -1298.083740 0.521016	0.077 0.000 0.077
ttt_playerspawn	3316.394287 -1186.778442 0.544989	-0.054 -0.000 0.054
ttt_playerspawn	3316.498047 -1104.274292 0.513545	-0.084 -0.000 0.084
ttt_playerspawn	3316.629395 -991.778381 0.578648	-0.021 -0.000 0.021
ttt_playerspawn	3316.745850 -894.279175 0.531042	-0.067 -0.000 0.067
ttt_playerspawn	3316.909424 -759.278442 0.558044	-0.041 -0.000 0.041
ttt_playerspawn	3317.014893 -669.281128 0.516113	-0.082 -0.000 0.082
ttt_playerspawn	3317.153076 -556.778687 0.534090	-0.064 -0.000 0.064
ttt_playerspawn	3317.271240 -459.277924 0.527852	-0.070 -0.000 0.070
ttt_playerspawn	3317.397217 -354.278442 0.548978	-0.050 -0.000 0.050
ttt_playerspawn	3317.511719 -258.974701 0.556107	-0.043 -0.000 0.043
ttt_playerspawn	3317.682617 -116.475288 0.529994	-0.068 -0.000 0.068
ttt_playerspawn	3317.930664 18.523523 0.521016	0.077 0.000 0.077
ttt_playerspawn	3318.091553 153.525070 0.535070	0.063 0.000 0.063
ttt_playerspawn	3318.153076 273.525055 0.566007	-0.033 -0.000 0.033
ttt_playerspawn	3430.041748 -302.021393 0.514839	-0.083 -0.000 0.083
ttt_playerspawn	3427.545410 -436.998596 0.556763	-0.042 -0.000 0.042
ttt_playerspawn	3426.019775 -519.484497 0.554080	-0.045 -0.000 0.045
ttt_playerspawn	3423.799561 -639.465637 0.521023	-0.077 -0.000 0.077
ttt_playerspawn	3422.271484 -721.954163 0.518605	-0.080 -0.000 0.080
ttt_playerspawn	3544.897217 -725.718445 0.538876	-0.060 -0.000 0.060
ttt_playerspawn	3540.687256 -635.816711 0.578649	-0.022 0.000 0.020
ttt_playerspawn	3536.477295 -545.914856 0.572863	-0.027 0.000 0.026
ttt_playerspawn	3532.968262 -470.997437 0.529999	-0.068 -0.000 0.068
ttt_playerspawn	3528.416016 -373.595581 0.512237	-0.086 -0.000 0.086
